,날짜,영화명,평점
676,20190118,마약왕,6.52
677,20190118,도어락,6.27
678,20190118,미래의 미라이,6.04
679,20190118,언니,5.95
680,20190118,PMC: 더 벙커,5.32
681,20190119,그린 북,9.67
682,20190119,언더독,9.52
683,20190119,보헤미안 랩소디,9.47
684,20190119,폴란드로 간 아이들,9.43
685,20190119,헌터 킬러,9.40
686,20190119,스파이더맨: 뉴 유니버스,9.26
687,20190119,러빙 빈센트,9.21
688,20190119,극장판 공룡메카드: 타이니소어의 섬,9.19
689,20190119,점박이 한반도의 공룡2 : 새로운 낙원,9.18
690,20190119,바울,9.17
691,20190119,스타 이즈 본,9.15
692,20190119,타샤 튜더,9.14
693,20190119,인생 후르츠,9.14
694,20190119,로마,9.10
695,20190119,극장판 포켓몬스터 모두의 이야기,9.03
696,20190119,말모이,9.03
697,20190119,어거스트 러쉬,9.00
698,20190119,디어 헌터,8.89
699,20190119,소공녀,8.87
700,20190119,내안의 그놈,8.78
701,20190119,주먹왕 랄프 2: 인터넷 속으로,8.76
702,20190119,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.46
703,20190119,스윙키즈,8.45
704,20190119,영주,8.44
705,20190119,티파니에서 아침을,8.40
706,20190119,아쿠아맨,8.38
707,20190119,그랜드 부다페스트 호텔,8.38
708,20190119,그린치,8.36
709,20190119,국가부도의 날,8.18
710,20190119,범블비,8.17
711,20190119,죄 많은 소녀,8.06
712,20190119,그대 이름은 장미,7.94
713,20190119,글래스,7.93
714,20190119,부탁 하나만 들어줘,7.86
715,20190119,군산: 거위를 노래하다,6.95
716,20190119,마약왕,6.51
717,20190119,도어락,6.27
718,20190119,미래의 미라이,6.10
719,20190119,언니,5.90
720,20190119,PMC: 더 벙커,5.32
721,20190120,그린 북,9.67
722,20190120,보헤미안 랩소디,9.47
723,20190120,언더독,9.46
724,20190120,폴란드로 간 아이들,9.43
725,20190120,헌터 킬러,9.39
726,20190120,스파이더맨: 뉴 유니버스,9.26
727,20190120,러빙 빈센트,9.21
728,20190120,극장판 공룡메카드: 타이니소어의 섬,9.18
729,20190120,바울,9.17
730,20190120,점박이 한반도의 공룡2 : 새로운 낙원,9.17
731,20190120,스타 이즈 본,9.15
732,20190120,인생 후르츠,9.14
733,20190120,로마,9.10
734,20190120,말모이,9.05
735,20190120,극장판 포켓몬스터 모두의 이야기,9.03
736,20190120,디어 헌터,8.89
737,20190120,소공녀,8.87
738,20190120,주먹왕 랄프 2: 인터넷 속으로,8.76
739,20190120,내안의 그놈,8.76
740,20190120,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
741,20190120,스윙키즈,8.44
742,20190120,영주,8.44
743,20190120,아쿠아맨,8.38
744,20190120,그랜드 부다페스트 호텔,8.38
745,20190120,그린치,8.36
746,20190120,국가부도의 날,8.17
747,20190120,범블비,8.16
748,20190120,죄 많은 소녀,8.06
749,20190120,그대 이름은 장미,7.99
750,20190120,부탁 하나만 들어줘,7.85
751,20190120,글래스,7.75
752,20190120,군산: 거위를 노래하다,6.95
753,20190120,마약왕,6.51
754,20190120,도어락,6.26
755,20190120,미래의 미라이,6.12
756,20190120,언니,5.82
757,20190120,PMC: 더 벙커,5.32
758,20190121,그린 북,9.67
759,20190121,언더독,9.48
760,20190121,보헤미안 랩소디,9.46
761,20190121,폴란드로 간 아이들,9.43
762,20190121,헌터 킬러,9.40
763,20190121,스파이더맨: 뉴 유니버스,9.26
764,20190121,러빙 빈센트,9.21
765,20190121,극장판 공룡메카드: 타이니소어의 섬,9.19
766,20190121,바울,9.17
767,20190121,점박이 한반도의 공룡2 : 새로운 낙원,9.17
768,20190121,스타 이즈 본,9.15
769,20190121,인생 후르츠,9.14
770,20190121,로마,9.10
771,20190121,말모이,9.04
772,20190121,극장판 포켓몬스터 모두의 이야기,9.04
773,20190121,소공녀,8.87
774,20190121,주먹왕 랄프 2: 인터넷 속으로,8.77
775,20190121,내안의 그놈,8.74
776,20190121,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.46
777,20190121,영주,8.43
778,20190121,스윙키즈,8.43
779,20190121,아쿠아맨,8.39
780,20190121,그린치,8.36
781,20190121,국가부도의 날,8.17
782,20190121,범블비,8.14
783,20190121,죄 많은 소녀,8.07
784,20190121,그대 이름은 장미,7.90
785,20190121,부탁 하나만 들어줘,7.85
786,20190121,글래스,7.71
787,20190121,군산: 거위를 노래하다,6.91
788,20190121,마약왕,6.50
789,20190121,도어락,6.26
790,20190121,미래의 미라이,6.12
791,20190121,언니,5.80
792,20190121,PMC: 더 벙커,5.32
793,20190122,그린 북,9.67
794,20190122,언더독,9.49
795,20190122,보헤미안 랩소디,9.46
796,20190122,폴란드로 간 아이들,9.43
797,20190122,헌터 킬러,9.39
798,20190122,스파이더맨: 뉴 유니버스,9.26
799,20190122,어느 가족,9.23
800,20190122,러빙 빈센트,9.21
801,20190122,극장판 공룡메카드: 타이니소어의 섬,9.18
802,20190122,바울,9.17
803,20190122,점박이 한반도의 공룡2 : 새로운 낙원,9.17
804,20190122,스타 이즈 본,9.15
805,20190122,인생 후르츠,9.14
806,20190122,로마,9.10
807,20190122,극장판 포켓몬스터 모두의 이야기,9.04
808,20190122,말모이,9.04
809,20190122,소공녀,8.87
810,20190122,주먹왕 랄프 2: 인터넷 속으로,8.77
811,20190122,내안의 그놈,8.73
812,20190122,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.45
813,20190122,영주,8.44
814,20190122,스윙키즈,8.43
815,20190122,아쿠아맨,8.39
816,20190122,국가부도의 날,8.17
817,20190122,범블비,8.13
818,20190122,B급 며느리,8.12
819,20190122,죄 많은 소녀,8.07
820,20190122,그대 이름은 장미,7.92
821,20190122,부탁 하나만 들어줘,7.85
822,20190122,글래스,7.68
823,20190122,마약왕,6.50
824,20190122,도어락,6.25
825,20190122,미래의 미라이,6.12
826,20190122,언니,5.76
827,20190122,PMC: 더 벙커,5.32
828,20190122,혈투,5.25
829,20190123,그린 북,9.67
830,20190123,언더독,9.49
831,20190123,보헤미안 랩소디,9.46
832,20190123,폴란드로 간 아이들,9.43
833,20190123,헌터 킬러,9.39
834,20190123,스파이더맨: 뉴 유니버스,9.26
835,20190123,어느 가족,9.23
836,20190123,러빙 빈센트,9.21
837,20190123,라디오 스타,9.19
838,20190123,극장판 공룡메카드: 타이니소어의 섬,9.18
839,20190123,바울,9.18
840,20190123,점박이 한반도의 공룡2 : 새로운 낙원,9.17
841,20190123,스타 이즈 본,9.15
842,20190123,인생 후르츠,9.13
843,20190123,미쓰백,9.11
844,20190123,로마,9.11
845,20190123,극장판 포켓몬스터 모두의 이야기,9.04
846,20190123,말모이,9.04
847,20190123,왕의 남자,9.03
848,20190123,극한직업,8.92
849,20190123,서치,8.90
850,20190123,주먹왕 랄프 2: 인터넷 속으로,8.76
851,20190123,내안의 그놈,8.71
852,20190123,영주,8.44
853,20190123,스윙키즈,8.42
854,20190123,아쿠아맨,8.39
855,20190123,국가부도의 날,8.17
856,20190123,범블비,8.13
857,20190123,B급 며느리,8.12
858,20190123,박열,8.09
859,20190123,죄 많은 소녀,8.05
860,20190123,그대 이름은 장미,7.91
861,20190123,부탁 하나만 들어줘,7.85
862,20190123,사울의 아들,7.83
863,20190123,글래스,7.68
864,20190123,군산: 거위를 노래하다,6.90
865,20190123,마약왕,6.50
866,20190123,도어락,6.25
867,20190123,미래의 미라이,6.10
868,20190123,언니,5.76
869,20190123,PMC: 더 벙커,5.32
870,20190123,혈투,5.25
871,20190124,그린 북,9.66
872,20190124,언더독,9.48
873,20190124,보헤미안 랩소디,9.46
874,20190124,폴란드로 간 아이들,9.41
875,20190124,쉰들러 리스트,9.34
876,20190124,스파이더맨: 뉴 유니버스,9.26
877,20190124,어느 가족,9.23
878,20190124,러빙 빈센트,9.21
879,20190124,라디오 스타,9.19
880,20190124,바울,9.18
881,20190124,극장판 공룡메카드: 타이니소어의 섬,9.17
882,20190124,점박이 한반도의 공룡2 : 새로운 낙원,9.17
883,20190124,스타 이즈 본,9.15
884,20190124,인생 후르츠,9.15
885,20190124,미쓰백,9.11
886,20190124,로마,9.11
887,20190124,말모이,9.04
888,20190124,극장판 포켓몬스터 모두의 이야기,9.04
889,20190124,왕의 남자,9.03
890,20190124,극한직업,9.00
891,20190124,주먹왕 랄프 2: 인터넷 속으로,8.77
892,20190124,내안의 그놈,8.69
893,20190124,영주,8.43
894,20190124,스윙키즈,8.42
895,20190124,아쿠아맨,8.39
896,20190124,국가부도의 날,8.17
897,20190124,범블비,8.12
898,20190124,B급 며느리,8.12
899,20190124,박열,8.09
900,20190124,죄 많은 소녀,8.05
901,20190124,그대 이름은 장미,7.88
902,20190124,사울의 아들,7.83
903,20190124,글래스,7.70
904,20190124,군산: 거위를 노래하다,6.90
905,20190124,마약왕,6.50
906,20190124,도어락,6.25
907,20190124,미래의 미라이,6.11
908,20190124,언니,5.75
909,20190124,PMC: 더 벙커,5.30
910,20190124,혈투,5.25
911,20190125,그린 북,9.66
912,20190125,언더독,9.47
913,20190125,보헤미안 랩소디,9.46
914,20190125,폴란드로 간 아이들,9.41
915,20190125,쉰들러 리스트,9.34
916,20190125,스파이더맨: 뉴 유니버스,9.26
917,20190125,어느 가족,9.23
918,20190125,러빙 빈센트,9.21
919,20190125,라디오 스타,9.19
920,20190125,바울,9.18
921,20190125,극장판 공룡메카드: 타이니소어의 섬,9.18
922,20190125,점박이 한반도의 공룡2 : 새로운 낙원,9.17
923,20190125,스타 이즈 본,9.15
924,20190125,인생 후르츠,9.15
925,20190125,미쓰백,9.11
926,20190125,로마,9.11
927,20190125,말모이,9.04
928,20190125,극장판 포켓몬스터 모두의 이야기,9.04
929,20190125,왕의 남자,9.03
930,20190125,극한직업,9.00
931,20190125,바르다가 사랑한 얼굴들,8.91
932,20190125,앙: 단팥 인생 이야기,8.80
933,20190125,주먹왕 랄프 2: 인터넷 속으로,8.77
934,20190125,내안의 그놈,8.69
935,20190125,플로리다 프로젝트,8.56
936,20190125,영주,8.43
937,20190125,스윙키즈,8.41
938,20190125,아쿠아맨,8.39
939,20190125,셰이프 오브 워터: 사랑의 모양,8.36
940,20190125,패터슨,8.31
941,20190125,국가부도의 날,8.17
942,20190125,B급 며느리,8.12
943,20190125,범블비,8.12
944,20190125,박열,8.09
945,20190125,죄 많은 소녀,8.05
946,20190125,그대 이름은 장미,7.88
947,20190125,사울의 아들,7.83
948,20190125,글래스,7.68
949,20190125,군산: 거위를 노래하다,6.88
950,20190125,마약왕,6.49
951,20190125,도어락,6.25
952,20190125,미래의 미라이,6.13
953,20190125,언니,5.75
954,20190125,혈투,5.25
955,20190126,그린 북,9.66
956,20190126,언더독,9.47
957,20190126,보헤미안 랩소디,9.46
958,20190126,폴란드로 간 아이들,9.41
959,20190126,쉰들러 리스트,9.35
960,20190126,스파이더맨: 뉴 유니버스,9.26
961,20190126,극장판 헬로카봇 : 백악기 시대,9.25
962,20190126,어느 가족,9.23
963,20190126,러빙 빈센트,9.21
964,20190126,라디오 스타,9.19
965,20190126,극장판 공룡메카드: 타이니소어의 섬,9.18
966,20190126,바울,9.18
967,20190126,점박이 한반도의 공룡2 : 새로운 낙원,9.17
968,20190126,인생 후르츠,9.15
969,20190126,스타 이즈 본,9.15
970,20190126,미쓰백,9.11
971,20190126,로마,9.11
972,20190126,극한직업,9.05
973,20190126,말모이,9.04
974,20190126,왕의 남자,9.03
975,20190126,극장판 포켓몬스터 모두의 이야기,9.03
976,20190126,바르다가 사랑한 얼굴들,8.91
977,20190126,앙: 단팥 인생 이야기,8.80
978,20190126,주먹왕 랄프 2: 인터넷 속으로,8.76
979,20190126,내안의 그놈,8.68
980,20190126,플로리다 프로젝트,8.56
981,20190126,영주,8.44
982,20190126,스윙키즈,8.41
983,20190126,아쿠아맨,8.39
984,20190126,셰이프 오브 워터: 사랑의 모양,8.36
985,20190126,패터슨,8.31
986,20190126,국가부도의 날,8.17
987,20190126,B급 며느리,8.12
988,20190126,범블비,8.11
989,20190126,박열,8.09
990,20190126,죄 많은 소녀,8.05
991,20190126,그대 이름은 장미,7.88
992,20190126,사울의 아들,7.83
993,20190126,글래스,7.67
994,20190126,군산: 거위를 노래하다,6.88
995,20190126,마약왕,6.49
996,20190126,도어락,6.24
997,20190126,미래의 미라이,6.13
998,20190126,언니,5.73
999,20190126,PMC: 더 벙커,5.29
1000,20190126,혈투,5.25
1001,20190127,그린 북,9.66
1002,20190127,언더독,9.48
1003,20190127,보헤미안 랩소디,9.46
1004,20190127,폴란드로 간 아이들,9.41
1005,20190127,러브 유어셀프 인 서울,9.36
1006,20190127,쉰들러 리스트,9.35
1007,20190127,스파이더맨: 뉴 유니버스,9.26
1008,20190127,어느 가족,9.23
1009,20190127,러빙 빈센트,9.21
1010,20190127,라디오 스타,9.19
1011,20190127,바울,9.18
1012,20190127,극장판 공룡메카드: 타이니소어의 섬,9.18
1013,20190127,점박이 한반도의 공룡2 : 새로운 낙원,9.17
1014,20190127,스타 이즈 본,9.15
1015,20190127,인생 후르츠,9.15
1016,20190127,미쓰백,9.11
1017,20190127,로마,9.10
1018,20190127,극한직업,9.10
1019,20190127,말모이,9.05
1020,20190127,왕의 남자,9.03
1021,20190127,극장판 포켓몬스터 모두의 이야기,9.03
1022,20190127,일일시호일,8.95
1023,20190127,바르다가 사랑한 얼굴들,8.91
1024,20190127,앙: 단팥 인생 이야기,8.79
1025,20190127,주먹왕 랄프 2: 인터넷 속으로,8.76
1026,20190127,내안의 그놈,8.67
1027,20190127,플로리다 프로젝트,8.56
1028,20190127,영주,8.41
1029,20190127,스윙키즈,8.41
1030,20190127,아쿠아맨,8.39
1031,20190127,셰이프 오브 워터: 사랑의 모양,8.36
1032,20190127,패터슨,8.31
1033,20190127,국가부도의 날,8.17
1034,20190127,B급 며느리,8.11
1035,20190127,범블비,8.11
1036,20190127,박열,8.09
1037,20190127,그대 이름은 장미,7.85
1038,20190127,사울의 아들,7.83
1039,20190127,글래스,7.69
1040,20190127,군산: 거위를 노래하다,6.88
1041,20190127,마약왕,6.49
1042,20190127,도어락,6.24
1043,20190127,미래의 미라이,6.16
1044,20190127,언니,5.70
1045,20190127,PMC: 더 벙커,5.28
1046,20190127,혈투,5.25
1047,20190128,그린 북,9.65
1048,20190128,가버나움,9.62
1049,20190128,언더독,9.48
1050,20190128,보헤미안 랩소디,9.45
1051,20190128,폴란드로 간 아이들,9.41
1052,20190128,쉰들러 리스트,9.35
1053,20190128,러브 유어셀프 인 서울,9.31
1054,20190128,스파이더맨: 뉴 유니버스,9.26
1055,20190128,극장판 헬로카봇 : 백악기 시대,9.25
1056,20190128,어느 가족,9.23
1057,20190128,러빙 빈센트,9.21
1058,20190128,라디오 스타,9.19
1059,20190128,바울,9.17
1060,20190128,점박이 한반도의 공룡2 : 새로운 낙원,9.17
1061,20190128,극장판 공룡메카드: 타이니소어의 섬,9.17
1062,20190128,인생 후르츠,9.15
1063,20190128,스타 이즈 본,9.15
1064,20190128,미쓰백,9.11
1065,20190128,로마,9.10
1066,20190128,극한직업,9.08
1067,20190128,말모이,9.05
1068,20190128,왕의 남자,9.03
1069,20190128,극장판 포켓몬스터 모두의 이야기,9.03
1070,20190128,일일시호일,8.93
1071,20190128,바르다가 사랑한 얼굴들,8.91
1072,20190128,앙: 단팥 인생 이야기,8.79
1073,20190128,주먹왕 랄프 2: 인터넷 속으로,8.76
1074,20190128,내안의 그놈,8.67
1075,20190128,플로리다 프로젝트,8.56
1076,20190128,영주,8.41
1077,20190128,스윙키즈,8.41
1078,20190128,아쿠아맨,8.39
1079,20190128,셰이프 오브 워터: 사랑의 모양,8.36
1080,20190128,패터슨,8.31
1081,20190128,국가부도의 날,8.17
1082,20190128,B급 며느리,8.11
1083,20190128,박열,8.09
1084,20190128,그대 이름은 장미,7.85
1085,20190128,사울의 아들,7.83
1086,20190128,신과함께-인과 연,7.72
1087,20190128,글래스,7.69
1088,20190128,군산: 거위를 노래하다,6.88
1089,20190128,마약왕,6.49
1090,20190128,도어락,6.24
1091,20190128,미래의 미라이,6.14
1092,20190128,언니,5.70
1093,20190128,PMC: 더 벙커,5.28
1094,20190128,혈투,5.25
1095,20190129,그린 북,9.65
1096,20190129,가버나움,9.57
1097,20190129,언더독,9.47
1098,20190129,보헤미안 랩소디,9.45
1099,20190129,폴란드로 간 아이들,9.41
1100,20190129,쉰들러 리스트,9.35
1101,20190129,러브 유어셀프 인 서울,9.27
1102,20190129,스파이더맨: 뉴 유니버스,9.26
1103,20190129,어느 가족,9.23
1104,20190129,러빙 빈센트,9.21
1105,20190129,라디오 스타,9.19
1106,20190129,바울,9.17
1107,20190129,점박이 한반도의 공룡2 : 새로운 낙원,9.17
1108,20190129,극장판 공룡메카드: 타이니소어의 섬,9.17
1109,20190129,인생 후르츠,9.16
1110,20190129,스타 이즈 본,9.15
1111,20190129,미쓰백,9.11
1112,20190129,로마,9.11
1113,20190129,말모이,9.06
1114,20190129,극한직업,9.05
1115,20190129,왕의 남자,9.03
1116,20190129,극장판 포켓몬스터 모두의 이야기,9.03
1117,20190129,일일시호일,8.93
1118,20190129,바르다가 사랑한 얼굴들,8.91
1119,20190129,앙: 단팥 인생 이야기,8.79
1120,20190129,주먹왕 랄프 2: 인터넷 속으로,8.76
1121,20190129,내안의 그놈,8.66
1122,20190129,플로리다 프로젝트,8.56
1123,20190129,영주,8.41
1124,20190129,스윙키즈,8.41
1125,20190129,아쿠아맨,8.38
1126,20190129,셰이프 오브 워터: 사랑의 모양,8.36
1127,20190129,패터슨,8.31
1128,20190129,국가부도의 날,8.17
1129,20190129,B급 며느리,8.11
1130,20190129,박열,8.09
1131,20190129,사울의 아들,7.83
1132,20190129,그대 이름은 장미,7.83
1133,20190129,글래스,7.69
1134,20190129,군산: 거위를 노래하다,6.88
1135,20190129,마약왕,6.49
1136,20190129,도어락,6.23
1137,20190129,미래의 미라이,6.13
1138,20190129,언니,5.69
1139,20190129,PMC: 더 벙커,5.28
1140,20190129,혈투,5.25
1141,20190130,그린 북,9.65
1142,20190130,가버나움,9.58
1143,20190130,언더독,9.45
1144,20190130,보헤미안 랩소디,9.45
1145,20190130,폴란드로 간 아이들,9.41
1146,20190130,드래곤 길들이기 3,9.35
1147,20190130,쉰들러 리스트,9.34
1148,20190130,스파이더맨: 뉴 유니버스,9.26
1149,20190130,러브 유어셀프 인 서울,9.24
1150,20190130,어느 가족,9.23
